NewCode,NewCodeDesc,SameSimCode,CPTDesc,Comments
0098U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 14 targets (adenovirus, coronavirus, human metapneumovirus, influenza A, influenza A subtype H1, influenza A subtype H3, influenza A subtype H1-2009, influenza B, parainfluenza virus, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumoniae, Mycoplasma pneumoniae)",87265,Infectious agent antigen detection by immunofluorescent technique; Bordetella pertussis/parapertussis,Present only by MD
0098U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 14 targets (adenovirus, coronavirus, human metapneumovirus, influenza A, influenza A subtype H1, influenza A subtype H3, influenza A subtype H1-2009, influenza B, parainfluenza virus, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumoniae, Mycoplasma pneumoniae)",89190,Nasal smear for eosinophils,Present only by MD
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",87631,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 3-5 targets",Present in Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",87632,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 6-11 targets",Present in Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",87633,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 12-25 targets",Present Both in MD and Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",86710,Antibody; influenza virus,Present in Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",87501,"Infectious agent detection by nucleic acid (DNA or RNA); influenza virus, includes reverse transcription, when performed, and amplified probe technique, each type or subtype",Present in Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",G0008,ADMINISTRATION OF INFLUENZA VIRUS VACCINE,Present in Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",87503,"Infectious agent detection by nucleic acid (DNA or RNA); influenza virus, for multiple types or sub-types, includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, each additional influenza virus type or sub-type beyond 2 (List separately in addition to code for primary procedure)",Present in Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",Q2039,"INFLUENZA VIRUS VACCINE, NOT OTHERWISE SPECIFIED",Present in Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",Q2034,"INFLUENZA VIRUS VACCINE, SPLIT VIRUS, FOR INTRAMUSCULAR USE (AGRIFLU)",Present in Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",87279,"Infectious agent antigen detection by immunofluorescent technique; Parainfluenza virus, each type",Present in Autoproposal
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",89190,Nasal smear for eosinophils,Present only by MD
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",87581,"Infectious agent detection by nucleic acid (DNA or RNA); Mycoplasma pneumoniae, amplified probe technique",Present only by MD
0099U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 20 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus, coronavirus OC43, human metapneumovirus, influenza A, influenza A subtype, influenza A subtype H3, influenza A subtype H1-2009, influenza, parainfluenza virus, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, human rhinovirus/enterovirus, respiratory syncytial virus, Bordetella pertussis, Chlamydophila pneumonia, Mycoplasma pneumoniae)",87265,Infectious agent antigen detection by immunofluorescent technique; Bordetella pertussis/parapertussis,Present only by MD
0100U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 21 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus NL63, coronavirus OC43, human metapneumovirus, human rhinovirus/enterovirus, influenza A, including subtypes H1, H1-2009, and H3, influenza B, parainfluenza virus 1, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, respiratory syncytial virus, Bordetella parapertussis [IS1001], Bordetella pertussis [ptxP], Chlamydia pneumoniae, Mycoplasma pneumoniae)",87631,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 3-5 targets",Present in Autoproposal
0100U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 21 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus NL63, coronavirus OC43, human metapneumovirus, human rhinovirus/enterovirus, influenza A, including subtypes H1, H1-2009, and H3, influenza B, parainfluenza virus 1, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, respiratory syncytial virus, Bordetella parapertussis [IS1001], Bordetella pertussis [ptxP], Chlamydia pneumoniae, Mycoplasma pneumoniae)",87632,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 6-11 targets",Present in Autoproposal
0100U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 21 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus NL63, coronavirus OC43, human metapneumovirus, human rhinovirus/enterovirus, influenza A, including subtypes H1, H1-2009, and H3, influenza B, parainfluenza virus 1, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, respiratory syncytial virus, Bordetella parapertussis [IS1001], Bordetella pertussis [ptxP], Chlamydia pneumoniae, Mycoplasma pneumoniae)",87633,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 12-25 targets",Present Both in MD and Autoproposal
0100U,"Respiratory pathogen, multiplex reverse transcription and multiplex amplified probe technique, multiple types or subtypes, 21 targets (adenovirus, coronavirus 229E, coronavirus HKU1, coronavirus NL63, coronavirus OC43, human metapneumovirus, human rhinovirus/enterovirus, influenza A, including subtypes H1, H1-2009, and H3, influenza B, parainfluenza virus 1, parainfluenza virus 2, parainfluenza virus 3, parainfluenza virus 4, respiratory syncytial virus, Bordetella parapertussis [IS1001], Bordetella pertussis [ptxP], Chlamydia pneumoniae, Mycoplasma pneumoniae)",87483,"Infectious agent detection by nucleic acid (DNA or RNA); central nervous system pathogen (eg, Neisseria meningitidis, Streptococcus pneumoniae, Listeria, Haemophilus influenzae, E. coli, Streptococcus agalactiae, enterovirus, human parechovirus, herpes simplex virus type 1 and 2, human herpesvirus 6, cytomegalovirus, varicella zoster virus, Cryptococcus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 12-25 targets",Present in Autoproposal
