CPTCode,CPTLongDesc
35683,COMPOSITE BYP GRFT 3/> SEGMT
35685,BYPASS GRAFT PATENCY/PATCH
35686,BYPASS GRAFT/AV FIST PATENCY
35691,ART TRNSPOSJ VERTBRL CAROTID
35693,ART TRNSPOSJ SUBCLAVIAN
35694,ART TRNSPOSJ SUBCLAV CAROTID
35695,ART TRNSPOSJ CAROTID SUBCLAV
35697,REIMPLANT ARTERY EACH
35700,REOPERATION BYPASS GRAFT
35701,EXPLORATION CAROTID ARTERY
35721,EXPLORATION FEMORAL ARTERY
35741,EXPLORATION POPLITEAL ARTERY
35761,EXPLORATION OF ARTERY/VEIN
35800,EXPLORE NECK VESSELS
35820,EXPLORE CHEST VESSELS
35840,EXPLORE ABDOMINAL VESSELS
35860,EXPLORE LIMB VESSELS
35870,REPAIR VESSEL GRAFT DEFECT
35875,REMOVAL OF CLOT IN GRAFT
35876,REMOVAL OF CLOT IN GRAFT
35879,REVISE GRAFT W/VEIN
35880,DELETED CODE
35881,REVISE GRAFT W/VEIN
35883,REVISE GRAFT W/NONAUTO GRAFT
35884,REVISE GRAFT W/VEIN
35900,DELETED CODE
35901,EXCISION GRAFT NECK
35903,EXCISION GRAFT EXTREMITY
35905,EXCISION GRAFT THORAX
35907,EXCISION GRAFT ABDOMEN
35910,DELETED CODE
36000,PLACE NEEDLE IN VEIN
36001,DELETED CODE
36002,PSEUDOANEURYSM INJECTION TRT
36005,INJECTION EXT VENOGRAPHY
36010,PLACE CATHETER IN VEIN
36011,PLACE CATHETER IN VEIN
36012,PLACE CATHETER IN VEIN
36013,PLACE CATHETER IN ARTERY
36014,PLACE CATHETER IN ARTERY
36015,PLACE CATHETER IN ARTERY
36100,ESTABLISH ACCESS TO ARTERY
36101,DELETED CODE
36120,ESTABLISH ACCESS TO ARTERY
36140,INTRO NDL ICATH UPR/LXTR ART
36145,ARTERY TO VEIN SHUNT
36160,ESTABLISH ACCESS TO AORTA
36200,PLACE CATHETER IN AORTA
36210,DELETED CODE
36215,PLACE CATHETER IN ARTERY
36216,PLACE CATHETER IN ARTERY
33770,REPAIR GREAT VESSELS DEFECT
33771,REPAIR GREAT VESSELS DEFECT
33774,REPAIR GREAT VESSELS DEFECT
33775,REPAIR GREAT VESSELS DEFECT
33776,REPAIR GREAT VESSELS DEFECT
33777,REPAIR GREAT VESSELS DEFECT
33778,REPAIR GREAT VESSELS DEFECT
33779,REPAIR GREAT VESSELS DEFECT
33780,REPAIR GREAT VESSELS DEFECT
33781,REPAIR GREAT VESSELS DEFECT
33782,NIKAIDOH PROC
33783,NIKAIDOH PROC W/OSTIA IMPLT
33784,DELETED CODE
33785,DELETED CODE
33786,REPAIR ARTERIAL TRUNK
33788,REVISION OF PULMONARY ARTERY
33800,AORTIC SUSPENSION
33802,REPAIR VESSEL DEFECT
33803,REPAIR VESSEL DEFECT
33810,DELETED CODE
33812,DELETED CODE
33813,REPAIR SEPTAL DEFECT
33814,REPAIR SEPTAL DEFECT
33820,REVISE MAJOR VESSEL
33822,REVISE MAJOR VESSEL
33824,REVISE MAJOR VESSEL
33830,DELETED CODE
33840,REMOVE AORTA CONSTRICTION
33845,REMOVE AORTA CONSTRICTION
33850,DELETED CODE
33851,REMOVE AORTA CONSTRICTION
33852,REPAIR SEPTAL DEFECT
33853,REPAIR SEPTAL DEFECT
33855,DELETED CODE
33860,ASCENDING AORTIC GRAFT
33861,ASCENDING AORTIC GRAFT
33863,ASCENDING AORTIC GRAFT
33865,DELETED CODE
33870,TRANSVERSE AORTIC ARCH GRAFT
33875,THORACIC AORTIC GRAFT
33877,THORACOABDOMINAL GRAFT
33880,ENDOVASC TAA REPR INCL SUBCL
33881,ENDOVASC TAA REPR W/O SUBCL
33883,INSERT ENDOVASC PROSTH TAA
33884,ENDOVASC PROSTH TAA ADD-ON
33886,ENDOVASC PROSTH DELAYED
33889,ARTERY TRANSPOSE/ENDOVAS TAA
33891,CAR-CAR BP GRFT/ENDOVAS TAA
33910,REMOVE LUNG ARTERY EMBOLI
33915,REMOVE LUNG ARTERY EMBOLI
33916,SURGERY OF GREAT VESSEL
33917,REPAIR PULMONARY ARTERY
33918,REPAIR PULMONARY ATRESIA
33919,REPAIR PULMONARY ATRESIA
33920,REPAIR PULMONARY ATRESIA
33922,TRANSECT PULMONARY ARTERY
33924,REMOVE PULMONARY SHUNT
33925,RPR PUL ART UNIFOCAL W/O CPB
33926,REPR PUL ART UNIFOCAL W/CPB
33930,REMOVAL OF DONOR HEART/LUNG
33933,PREPARE DONOR HEART/LUNG
33935,TRANSPLANTATION HEART/LUNG
33940,REMOVAL OF DONOR HEART
33944,PREPARE DONOR HEART
33945,TRANSPLANTATION OF HEART
33950,DELETED CODE
33960,EXTERNAL CIRCULATION ASSIST
33961,EXTERNAL CIRCULATION ASSIST
33967,INSERT I-AORT PERCUT DEVICE
33968,REMOVE AORTIC ASSIST DEVICE
33970,AORTIC CIRCULATION ASSIST
33971,AORTIC CIRCULATION ASSIST
33972,DELETED CODE
33973,INSERT BALLOON DEVICE
33974,REMOVE INTRA-AORTIC BALLOON
33975,IMPLANT VENTRICULAR DEVICE
33976,IMPLANT VENTRICULAR DEVICE
33977,REMOVE VENTRICULAR DEVICE
33978,REMOVE VENTRICULAR DEVICE
33979,INSERT INTRACORPOREAL DEVICE
33980,REMOVE INTRACORPOREAL DEVICE
33999,CARDIAC SURGERY PROCEDURE
34001,REMOVAL OF ARTERY CLOT
34051,REMOVAL OF ARTERY CLOT
34101,REMOVAL OF ARTERY CLOT
34111,REMOVAL OF ARM ARTERY CLOT
34151,REMOVAL OF ARTERY CLOT
34201,REMOVAL OF ARTERY CLOT
34203,REMOVAL OF LEG ARTERY CLOT
34401,REMOVAL OF VEIN CLOT
34421,REMOVAL OF VEIN CLOT
34451,REMOVAL OF VEIN CLOT
34471,REMOVAL OF VEIN CLOT
34490,REMOVAL OF VEIN CLOT
34501,REPAIR VALVE FEMORAL VEIN
34502,RECONSTRUCT VENA CAVA
34510,TRANSPOSITION OF VEIN VALVE
34520,CROSS-OVER VEIN GRAFT
34530,LEG VEIN FUSION
34800,ENDOVAS AAA REPR W/SM TUBE
34802,ENDOVAS AAA REPR W/2-P PART
34803,ENDOVAS AAA REPR W/3-P PART
34804,ENDOVAS AAA REPR W/1-P PART
34805,ENDOVAS AAA REPR W/LONG TUBE
34808,ENDOVAS ILIAC A DEVICE ADDON
34812,OPN FEM ART EXPOS
34813,FEMORAL ENDOVAS GRAFT ADD-ON
34820,OPN ILIAC ART EXPOS
34825,ENDOVASC EXTEND PROSTH INIT
34826,ENDOVASC EXTEN PROSTH ADDL
34830,OPEN AORTIC TUBE PROSTH REPR
34831,OPEN AORTOILIAC PROSTH REPR
34832,OPEN AORTOFEMOR PROSTH REPR
34833,OPN ILAC ART EXPOS CNDT CRTJ
34834,OPN BRACH ART EXPOS
34900,ENDOVASC ILIAC REPR W/GRAFT
35001,REPAIR DEFECT OF ARTERY
35002,REPAIR ARTERY RUPTURE NECK
35005,REPAIR DEFECT OF ARTERY
35011,REPAIR DEFECT OF ARTERY
35013,REPAIR ARTERY RUPTURE ARM
35021,REPAIR DEFECT OF ARTERY
35022,REPAIR ARTERY RUPTURE CHEST
35045,REPAIR DEFECT OF ARM ARTERY
35081,REPAIR DEFECT OF ARTERY
35082,REPAIR ARTERY RUPTURE AORTA
35091,REPAIR DEFECT OF ARTERY
35092,REPAIR ARTERY RUPTURE AORTA
35102,REPAIR DEFECT OF ARTERY
35103,REPAIR ARTERY RUPTURE AORTA
35111,REPAIR DEFECT OF ARTERY
35112,REPAIR ARTERY RUPTURE SPLEEN
35121,REPAIR DEFECT OF ARTERY
35122,REPAIR ARTERY RUPTURE BELLY
35131,REPAIR DEFECT OF ARTERY
35132,REPAIR ARTERY RUPTURE GROIN
35141,REPAIR DEFECT OF ARTERY
35142,REPAIR ARTERY RUPTURE THIGH
35151,REPAIR DEFECT OF ARTERY
35152,REPAIR RUPTD POPLITEAL ART
35161,REPAIR DEFECT OF ARTERY
35162,REPAIR ARTERY RUPTURE
35180,REPAIR BLOOD VESSEL LESION
35182,REPAIR BLOOD VESSEL LESION
35184,REPAIR BLOOD VESSEL LESION
35188,REPAIR BLOOD VESSEL LESION
35189,REPAIR BLOOD VESSEL LESION
35190,REPAIR BLOOD VESSEL LESION
35201,REPAIR BLOOD VESSEL LESION
35206,REPAIR BLOOD VESSEL LESION
35207,REPAIR BLOOD VESSEL LESION
35211,REPAIR BLOOD VESSEL LESION
35216,REPAIR BLOOD VESSEL LESION
35221,REPAIR BLOOD VESSEL LESION
35226,REPAIR BLOOD VESSEL LESION
35231,REPAIR BLOOD VESSEL LESION
35236,REPAIR BLOOD VESSEL LESION
35241,REPAIR BLOOD VESSEL LESION
35246,REPAIR BLOOD VESSEL LESION
35251,REPAIR BLOOD VESSEL LESION
35256,REPAIR BLOOD VESSEL LESION
35261,REPAIR BLOOD VESSEL LESION
35266,REPAIR BLOOD VESSEL LESION
35271,REPAIR BLOOD VESSEL LESION
35276,REPAIR BLOOD VESSEL LESION
35281,REPAIR BLOOD VESSEL LESION
35286,REPAIR BLOOD VESSEL LESION
35301,RECHANNELING OF ARTERY
35302,RECHANNELING OF ARTERY
35303,RECHANNELING OF ARTERY
35304,RECHANNELING OF ARTERY
35305,RECHANNELING OF ARTERY
35306,RECHANNELING OF ARTERY
35311,RECHANNELING OF ARTERY
35321,RECHANNELING OF ARTERY
35331,RECHANNELING OF ARTERY
35341,RECHANNELING OF ARTERY
35351,RECHANNELING OF ARTERY
35355,RECHANNELING OF ARTERY
35361,RECHANNELING OF ARTERY
35363,RECHANNELING OF ARTERY
35371,RECHANNELING OF ARTERY
35372,RECHANNELING OF ARTERY
35381,RECHANNELING OF ARTERY
35390,REOPERATION CAROTID ADD-ON
35400,ANGIOSCOPY
35450,REPAIR ARTERIAL BLOCKAGE
35452,REPAIR ARTERIAL BLOCKAGE
35454,REPAIR ARTERIAL BLOCKAGE
35456,REPAIR ARTERIAL BLOCKAGE
35458,REPAIR ARTERIAL BLOCKAGE
35459,REPAIR ARTERIAL BLOCKAGE
35460,REPAIR VENOUS BLOCKAGE
35470,REPAIR ARTERIAL BLOCKAGE
35471,REPAIR ARTERIAL BLOCKAGE
35472,REPAIR ARTERIAL BLOCKAGE
35473,REPAIR ARTERIAL BLOCKAGE
35474,REPAIR ARTERIAL BLOCKAGE
35475,REPAIR ARTERIAL BLOCKAGE
35476,REPAIR VENOUS BLOCKAGE
35480,"ATHERECTOMY, OPEN"
35481,"ATHERECTOMY, OPEN"
35482,"ATHERECTOMY, OPEN"
35483,"ATHERECTOMY, OPEN"
35484,"ATHERECTOMY, OPEN"
35485,"ATHERECTOMY, OPEN"
33426,REPAIR OF MITRAL VALVE
33427,REPAIR OF MITRAL VALVE
33430,REPLACEMENT OF MITRAL VALVE
33450,DELETED CODE
33452,DELETED CODE
33460,REVISION OF TRICUSPID VALVE
33463,VALVULOPLASTY TRICUSPID
33464,VALVULOPLASTY TRICUSPID
33465,REPLACE TRICUSPID VALVE
33468,REVISION OF TRICUSPID VALVE
33470,REVISION OF PULMONARY VALVE
33471,VALVOTOMY PULMONARY VALVE
33472,REVISION OF PULMONARY VALVE
33474,REVISION OF PULMONARY VALVE
33475,REPLACEMENT PULMONARY VALVE
33476,REVISION OF HEART CHAMBER
33478,REVISION OF HEART CHAMBER
33480,DELETED CODE
33481,DELETED CODE
33482,DELETED CODE
33483,DELETED CODE
33484,DELETED CODE
33485,DELETED CODE
33486,DELETED CODE
33487,DELETED CODE
33488,DELETED CODE
33489,DELETED CODE
33490,DELETED CODE
33491,DELETED CODE
33492,DELETED CODE
33496,REPAIR PROSTH VALVE CLOT
33500,REPAIR HEART VESSEL FISTULA
33501,REPAIR HEART VESSEL FISTULA
33502,CORONARY ARTERY CORRECTION
33503,CORONARY ARTERY GRAFT
33504,CORONARY ARTERY GRAFT
33505,REPAIR ARTERY W/TUNNEL
33506,REPAIR ARTERY TRANSLOCATION
33507,REPAIR ART INTRAMURAL
33508,ENDOSCOPIC VEIN HARVEST
33510,CABG VEIN SINGLE
33511,CABG VEIN TWO
33512,CABG VEIN THREE
33513,CABG VEIN FOUR
33514,CABG VEIN FIVE
33516,CABG VEIN SIX OR MORE
33517,CABG ARTERY-VEIN SINGLE
33518,CABG ARTERY-VEIN TWO
33519,CABG ARTERY-VEIN THREE
33520,DELETED CODE
33521,CABG ARTERY-VEIN FOUR
33522,CABG ARTERY-VEIN FIVE
33523,CABG ART-VEIN SIX OR MORE
33525,DELETED CODE
33528,DELETED CODE
33530,CORONARY ARTERY BYPASS/REOP
33532,DELETED CODE
33533,CABG ARTERIAL SINGLE
33534,CABG ARTERIAL TWO
33535,CABG ARTERIAL THREE
33536,CABG ARTERIAL FOUR OR MORE
33542,REMOVAL OF HEART LESION
33545,REPAIR OF HEART DAMAGE
33548,RESTORE/REMODEL VENTRICLE
33560,DELETED CODE
33570,DELETED CODE
33572,OPEN CORONARY ENDARTERECTOMY
33575,DELETED CODE
33600,CLOSURE OF VALVE
33602,CLOSURE OF VALVE
33606,ANASTOMOSIS/ARTERY-AORTA
33608,REPAIR ANOMALY W/CONDUIT
33610,REPAIR BY ENLARGEMENT
33611,REPAIR DOUBLE VENTRICLE
33612,REPAIR DOUBLE VENTRICLE
33615,REPAIR MODIFIED FONTAN
33617,REPAIR SINGLE VENTRICLE
33619,REPAIR SINGLE VENTRICLE
33640,DELETED CODE
33641,REPAIR HEART SEPTUM DEFECT
33643,DELETED CODE
33645,REVISION OF HEART VEINS
33647,REPAIR HEART SEPTUM DEFECTS
33649,DELETED CODE
33660,REPAIR OF HEART DEFECTS
33665,REPAIR OF HEART DEFECTS
33670,REPAIR OF HEART CHAMBERS
33675,CLOSE MULT VSD
33676,CLOSE MULT VSD W/RESECTION
33677,CL MULT VSD W/REM PUL BAND
33681,REPAIR HEART SEPTUM DEFECT
33682,DELETED CODE
33684,REPAIR HEART SEPTUM DEFECT
33688,REPAIR HEART SEPTUM DEFECT
33690,REINFORCE PULMONARY ARTERY
33692,REPAIR OF HEART DEFECTS
33694,REPAIR OF HEART DEFECTS
33696,DELETED CODE
33697,REPAIR OF HEART DEFECTS
33698,DELETED CODE
33702,REPAIR OF HEART DEFECTS
33710,REPAIR OF HEART DEFECTS
33720,REPAIR OF HEART DEFECT
33722,REPAIR OF HEART DEFECT
33724,REPAIR VENOUS ANOMALY
33726,REPAIR PUL VENOUS STENOSIS
33730,REPAIR HEART-VEIN DEFECT(S)
33732,REPAIR HEART-VEIN DEFECT
33735,REVISION OF HEART CHAMBER
33736,REVISION OF HEART CHAMBER
33737,REVISION OF HEART CHAMBER
33738,DELETED CODE
33739,DELETED CODE
33750,MAJOR VESSEL SHUNT
33755,MAJOR VESSEL SHUNT
33762,MAJOR VESSEL SHUNT
33764,MAJOR VESSEL SHUNT & GRAFT
33766,MAJOR VESSEL SHUNT
33767,MAJOR VESSEL SHUNT
33768,CAVOPULMONARY SHUNTING
31613,REPAIR WINDPIPE OPENING
31614,REPAIR WINDPIPE OPENING
31615,VISUALIZATION OF WINDPIPE
31620,ENDOBRONCHIAL US ADD-ON
31621,DELETED CODE
31622,DX BRONCHOSCOPE/WASH
31623,DX BRONCHOSCOPE/BRUSH
31624,DX BRONCHOSCOPE/LAVAGE
31625,BRONCHOSCOPY W/BIOPSY(S)
31626,BRONCHOSCOPY W/MARKERS
31627,NAVIGATIONAL BRONCHOSCOPY
31628,BRONCHOSCOPY/LUNG BX EACH
31629,BRONCHOSCOPY/NEEDLE BX EACH
31630,BRONCHOSCOPY DILATE/FX REPR
31631,BRONCHOSCOPY DILATE W/STENT
31632,BRONCHOSCOPY/LUNG BX ADDL
31635,BRONCHOSCOPY W/FB REMOVAL
31636,BRONCHOSCOPY BRONCH STENTS
31637,BRONCHOSCOPY STENT ADD-ON
31638,BRONCHOSCOPY REVISE STENT
31640,BRONCHOSCOPY W/TUMOR EXCISE
31641,BRONCHOSCOPY TREAT BLOCKAGE
31643,DIAG BRONCHOSCOPE/CATHETER
31645,BRNCHSC W/THER ASPIR 1ST
31646,BRNCHSC W/THER ASPIR SBSQ
31650,DELETED CODE
31651,BRONCHIAL VALVE ADDL INSERT
31656,BRONCHOSCOPY INJ FOR X-RAY
31659,DELETED CODE
31700,INSERTION OF AIRWAY CATHETER
31708,INSTILL AIRWAY CONTRAST DYE
3170F,FLOW CYTO DONE B/4 TX
31710,INSERTION OF AIRWAY CATHETER
31715,INJECTION FOR BRONCHUS X-RAY
31717,BRONCHIAL BRUSH BIOPSY
31719,DELETED CODE
31720,CLEARANCE OF AIRWAYS
31725,CLEARANCE OF AIRWAYS
31730,INTRO WINDPIPE WIRE/TUBE
31750,REPAIR OF WINDPIPE
31755,REPAIR OF WINDPIPE
31760,REPAIR OF WINDPIPE
31766,RECONSTRUCTION OF WINDPIPE
31770,REPAIR/GRAFT OF BRONCHUS
31775,RECONSTRUCT BRONCHUS
31780,RECONSTRUCT WINDPIPE
31781,RECONSTRUCT WINDPIPE
31785,REMOVE WINDPIPE LESION
31786,REMOVE WINDPIPE LESION
31800,REPAIR OF WINDPIPE INJURY
31805,REPAIR OF WINDPIPE INJURY
31820,CLOSURE OF WINDPIPE LESION
31825,REPAIR OF WINDPIPE DEFECT
31830,REVISE WINDPIPE SCAR
31899,AIRWAYS SURGICAL PROCEDURE
32000,DRAINAGE OF CHEST
32001,TOTAL LUNG LAVAGE
32002,TREATMENT OF COLLAPSED LUNG
32005,TREAT LUNG LINING CHEMICALLY
3200F,BARIUM SWALLOW TEST NOT REQ
32019,INSERT PLEURAL CATHETER
32020,INSERTION OF CHEST TUBE
32035,THORACOSTOMY W/RIB RESECTION
32036,THORACOSTOMY W/FLAP DRAINAGE
32095,BIOPSY THROUGH CHEST WALL
32100,EXPLORATION OF CHEST
3210F,GRP A STREP TEST PERFORMED
32110,EXPLORE/REPAIR CHEST
32120,RE-EXPLORATION OF CHEST
32124,EXPLORE CHEST FREE ADHESIONS
32140,REMOVAL OF LUNG LESION(S)
32141,REMOVE/TREAT LUNG LESIONS
32150,REMOVAL OF LUNG LESION(S)
32151,REMOVE LUNG FOREIGN BODY
32160,OPEN CHEST HEART MASSAGE
32200,DRAIN OPEN LUNG LESION
32201,DRAIN PERCUT LUNG LESION
32215,TREAT CHEST LINING
32220,RELEASE OF LUNG
32225,PARTIAL RELEASE OF LUNG
32310,REMOVAL OF CHEST LINING
32315,DELETED CODE
32320,FREE/REMOVE CHEST LINING
32400,NEEDLE BIOPSY CHEST LINING
32402,OPEN BIOPSY CHEST LINING
32405,PERCUT BX LUNG/MEDIASTINUM
32420,PUNCTURE/CLEAR LUNG
32440,REMOVE LUNG PNEUMONECTOMY
32442,SLEEVE PNEUMONECTOMY
32445,REMOVAL OF LUNG EXTRAPLEURAL
32450,DELETED CODE
32480,PARTIAL REMOVAL OF LUNG
32482,BILOBECTOMY
32484,SEGMENTECTOMY
32485,DELETED CODE
32486,SLEEVE LOBECTOMY
32488,COMPLETION PNEUMONECTOMY
32490,DELETED CODE
32491,LUNG VOLUME REDUCTION
32500,PARTIAL REMOVAL OF LUNG
32501,REPAIR BRONCHUS ADD-ON
32503,RESECT APICAL LUNG TUMOR
32504,RESECT APICAL LUNG TUM/CHEST
32520,REMOVE LUNG & REVISE CHEST
32522,REMOVE LUNG & REVISE CHEST
32525,REMOVE LUNG & REVISE CHEST
32540,REMOVAL OF LUNG LESION
32545,DELETED CODE
32601,THORACOSCOPY DIAGNOSTIC
32602,THORACOSCOPY DIAGNOSTIC
32603,THORACOSCOPY DIAGNOSTIC
32604,THORACOSCOPY WBX SAC
32605,THORACOSCOPY DIAGNOSTIC
32606,THORACOSCOPY W/BX MED SPACE
32650,THORACOSCOPY W/PLEURODESIS
32651,THORACOSCOPY REMOVE CORTEX
32652,THORACOSCOPY REM TOTL CORTEX
32653,THORACOSCOPY REMOV FB/FIBRIN
32654,THORACOSCOPY CONTRL BLEEDING
32655,THORACOSCOPY RESECT BULLAE
32656,THORACOSCOPY W/PLEURECTOMY
32657,THORACOSCOPY SURGICAL
32658,THORACOSCOPY W/SAC FB REMOVE
32659,THORACOSCOPY W/SAC DRAINAGE
32660,THORACOSCOPY SURGICAL
32661,THORACOSCOPY W/PERICARD EXC
32662,THORACOSCOPY W/MEDIAST EXC
32663,THORACOSCOPY W/LOBECTOMY
32664,THORACOSCOPY W/ TH NRV EXC
32665,THORACOSCOP W/ESOPH MUSC EXC
32700,DELETED CODE
32705,DELETED CODE
32800,REPAIR LUNG HERNIA
32810,CLOSE CHEST AFTER DRAINAGE
32815,CLOSE BRONCHIAL FISTULA
32820,RECONSTRUCT INJURED CHEST
32850,DONOR PNEUMONECTOMY
32851,LUNG TRANSPLANT SINGLE
32852,LUNG TRANSPLANT WITH BYPASS
32853,LUNG TRANSPLANT DOUBLE
32854,LUNG TRANSPLANT WITH BYPASS
32855,PREPARE DONOR LUNG SINGLE
32856,PREPARE DONOR LUNG DOUBLE
32900,REMOVAL OF RIB(S)
32905,REVISE & REPAIR CHEST WALL
32906,REVISE & REPAIR CHEST WALL
32940,REVISION OF LUNG
32960,THERAPEUTIC PNEUMOTHORAX
32997,TOTAL LUNG LAVAGE
32998,ABLATE PULM TUMOR PERQ RF
32999,CHEST SURGERY PROCEDURE
33010,DRAINAGE OF HEART SAC
33011,REPEAT DRAINAGE OF HEART SAC
33015,INCISION OF HEART SAC
33020,INCISION OF HEART SAC
33025,INCISION OF HEART SAC
33030,PARTIAL REMOVAL OF HEART SAC
33031,PARTIAL REMOVAL OF HEART SAC
33035,DELETED CODE
33050,RESECT HEART SAC LESION
33100,DELETED CODE
33120,REMOVAL OF HEART LESION
33130,REMOVAL OF HEART LESION
33140,HEART REVASCULARIZE (TMR)
33141,HEART TMR W/OTHER PROCEDURE
33200,INSERTION OF HEART PACEMAKER
33201,INSERTION OF HEART PACEMAKER
33202,INSERT EPICARD ELTRD OPEN
33203,INSERT EPICARD ELTRD ENDO
33205,DELETED CODE
33206,INSERT HEART PM ATRIAL
33207,INSERT HEART PM VENTRICULAR
33208,INSRT HEART PM ATRIAL & VENT
33210,INSERT ELECTRD/PM CATH SNGL
33211,INSERT CARD ELECTRODES DUAL
33212,INSERT PULSE GEN SNGL LEAD
33213,INSERT PULSE GEN DUAL LEADS
33214,UPGRADE OF PACEMAKER SYSTEM
33215,REPOSITION PACING-DEFIB LEAD
33216,INSERT 1 ELECTRODE PM-DEFIB
33217,INSERT 2 ELECTRODE PM-DEFIB
33218,REPAIR LEAD PACE-DEFIB ONE
33219,DELETED CODE
33220,REPAIR LEAD PACE-DEFIB DUAL
33222,RELOCATION POCKET PACEMAKER
33223,RELOCATE POCKET FOR DEFIB
33224,INSERT PACING LEAD & CONNECT
33225,L VENTRIC PACING LEAD ADD-ON
33226,REPOSITION L VENTRIC LEAD
33232,DELETED CODE
33233,REMOVAL OF PM GENERATOR
33234,REMOVAL OF PACEMAKER SYSTEM
33235,REMOVAL PACEMAKER ELECTRODE
33236,REMOVE ELECTRODE/THORACOTOMY
33237,REMOVE ELECTRODE/THORACOTOMY
33238,REMOVE ELECTRODE/THORACOTOMY
33240,INSRT PULSE GEN W/SINGL LEAD
33241,REMOVE PULSE GENERATOR
33242,REPAIR PULSE GENERATOR/LEADS
33243,REMOVE ELTRD/THORACOTOMY
33244,REMOVE ELCTRD TRANSVENOUSLY
33245,INSERT EPIC ELTRD PACE-DEFIB
33246,INSERT EPIC ELTRD/GENERATOR
33247,INSERT/REPLACE LEADS
33248,DELETED CODE
33249,INSJ/RPLCMT DEFIB W/LEAD(S)
33250,ABLATE HEART DYSRHYTHM FOCUS
33251,ABLATE HEART DYSRHYTHM FOCUS
33253,RECONSTRUCT ATRIA
33254,ABLATE ATRIA LMTD
33255,ABLATE ATRIA W/O BYPASS EXT
33256,ABLATE ATRIA W/BYPASS EXTEN
33260,DELETED CODE
33261,ABLATE HEART DYSRHYTHM FOCUS
33265,ABLATE ATRIA LMTD ENDO
33266,ABLATE ATRIA X10SV ENDO
33282,IMPLANT PAT-ACTIVE HT RECORD
33284,REMOVE PAT-ACTIVE HT RECORD
33300,REPAIR OF HEART WOUND
33305,REPAIR OF HEART WOUND
33310,EXPLORATORY HEART SURGERY
33315,EXPLORATORY HEART SURGERY
33320,REPAIR MAJOR BLOOD VESSEL(S)
33321,REPAIR MAJOR VESSEL
33322,REPAIR MAJOR BLOOD VESSEL(S)
33330,INSERT MAJOR VESSEL GRAFT
33332,INSERT MAJOR VESSEL GRAFT
33335,INSERT MAJOR VESSEL GRAFT
33350,DELETED CODE
33400,REPAIR OF AORTIC VALVE
33401,VALVULOPLASTY OPEN
33403,VALVULOPLASTY W/CP BYPASS
33404,PREPARE HEART-AORTA CONDUIT
33405,REPLACEMENT AORTIC VALVE OPN
33406,REPLACEMENT AORTIC VALVE OPN
33407,DELETED CODE
33408,DELETED CODE
33410,REPLACEMENT AORTIC VALVE OPN
33411,REPLACEMENT OF AORTIC VALVE
33412,REPLACEMENT OF AORTIC VALVE
33413,REPLACEMENT OF AORTIC VALVE
33414,REPAIR OF AORTIC VALVE
33415,REVISION SUBVALVULAR TISSUE
33416,REVISE VENTRICLE MUSCLE
33417,REPAIR OF AORTIC VALVE
33420,REVISION OF MITRAL VALVE
33422,REVISION OF MITRAL VALVE
33425,REPAIR OF MITRAL VALVE
28546,TREAT FOOT DISLOCATION
28550,DELETED CODE
28555,REPAIR FOOT DISLOCATION
28570,TREAT FOOT DISLOCATION
28575,TREAT FOOT DISLOCATION
28576,TREAT FOOT DISLOCATION
28580,DELETED CODE
28585,REPAIR FOOT DISLOCATION
28600,TREAT FOOT DISLOCATION
28605,TREAT FOOT DISLOCATION
28606,TREAT FOOT DISLOCATION
28610,DELETED CODE
28615,REPAIR FOOT DISLOCATION
28630,TREAT TOE DISLOCATION
28635,TREAT TOE DISLOCATION
28636,TREAT TOE DISLOCATION
28640,DELETED CODE
28645,REPAIR TOE DISLOCATION
28660,TREAT TOE DISLOCATION
28665,TREAT TOE DISLOCATION
28666,TREAT TOE DISLOCATION
28670,DELETED CODE
28675,REPAIR OF TOE DISLOCATION
28705,FUSION OF FOOT BONES
28715,FUSION OF FOOT BONES
28725,FUSION OF FOOT BONES
28730,FUSION OF FOOT BONES
28735,FUSION OF FOOT BONES
28737,REVISION OF FOOT BONES
28740,FUSION OF FOOT BONES
28750,FUSION OF BIG TOE JOINT
28755,FUSION OF BIG TOE JOINT
28760,FUSION OF BIG TOE JOINT
28800,AMPUTATION OF MIDFOOT
28805,AMPUTATION THRU METATARSAL
28810,AMPUTATION TOE & METATARSAL
28820,AMPUTATION OF TOE
28825,PARTIAL AMPUTATION OF TOE
28890,HI ENRGY ESWT PLANTAR FASCIA
28899,FOOT/TOES SURGERY PROCEDURE
29000,APPLICATION OF BODY CAST
29010,APPLICATION OF BODY CAST
29015,APPLICATION OF BODY CAST
29020,APPLICATION OF BODY CAST
29025,APPLICATION OF BODY CAST
29035,APPLICATION OF BODY CAST
29040,APPLICATION OF BODY CAST
29044,APPLICATION OF BODY CAST
29046,APPLICATION OF BODY CAST
29049,APPLICATION OF FIGURE EIGHT
29055,APPLICATION OF SHOULDER CAST
29058,APPLICATION OF SHOULDER CAST
29065,APPLICATION OF LONG ARM CAST
29075,APPLICATION OF FOREARM CAST
29085,APPLY HAND/WRIST CAST
29086,APPLY FINGER CAST
29105,APPLY LONG ARM SPLINT
29125,APPLY FOREARM SPLINT
29126,APPLY FOREARM SPLINT
29130,APPLICATION OF FINGER SPLINT
29131,APPLICATION OF FINGER SPLINT
29200,STRAPPING OF CHEST
29220,STRAPPING OF LOW BACK
29240,STRAPPING OF SHOULDER
